,mapping_framework,mapping_framework_version,capability_group,capability_id,,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,references,comments,organization,creation_date,last_update
896,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1537,Transfer Data to Cloud Account,12.1,enterprise,[],,,4/6/23,4/6/23
897,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1537,Transfer Data to Cloud Account,12.1,enterprise,[],,,4/6/23,4/6/23
898,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1560,Archive Collected Data,12.1,enterprise,[],,,4/6/23,4/6/23
899,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1560.001,Archive Collected Data: Archive via Utility,12.1,enterprise,[],,,4/6/23,4/6/23
900,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1560.002,Archive Collected Data: Archive via Library,12.1,enterprise,[],,,4/6/23,4/6/23
901,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1560.003,Archive Collected Data: Archive via Custom Method,12.1,enterprise,[],,,4/6/23,4/6/23
902,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1567,Exfiltration Over Web Service,12.1,enterprise,[],,,4/6/23,4/6/23
903,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1567,Exfiltration Over Web Service,12.1,enterprise,[],,,4/6/23,4/6/23
904,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1567.001,Exfiltration Over Web Service: Exfiltration to Code Repository,12.1,enterprise,[],,,4/6/23,4/6/23
905,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1567.001,Exfiltration Over Web Service: Exfiltration to Code Repository,12.1,enterprise,[],,,4/6/23,4/6/23
906,veris,1.3.7,action.malware,action.malware.variety.Export data,26,Export data to another site or system,related-to,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,12.1,enterprise,[],,,4/6/23,4/6/23
907,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,12.1,enterprise,[],,,4/6/23,4/6/23
908,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1003.007,OS Credential Dumping: Proc Filesystem,12.1,enterprise,[],,,4/6/23,4/6/23
909,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1003.007,OS Credential Dumping: Proc Filesystem,12.1,enterprise,[],,,4/6/23,4/6/23
910,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1003.007,OS Credential Dumping: Proc Filesystem,12.1,enterprise,[],,,4/6/23,4/6/23
911,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055,Process Injection,12.1,enterprise,[],,,4/6/23,4/6/23
912,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.001,Process Injection: Dynamic-link Library Injection,12.1,enterprise,[],,,4/6/23,4/6/23
913,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.002,Process Injection: Portable Executable Injection,12.1,enterprise,[],,,4/6/23,4/6/23
914,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.003,Process Injection: Thread Execution Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
915,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.004,Process Injection: Asynchronous Procedure Call,12.1,enterprise,[],,,4/6/23,4/6/23
916,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.005,Process Injection: Thread Local Storage,12.1,enterprise,[],,,4/6/23,4/6/23
917,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.008,Process Injection: Ptrace System Calls,12.1,enterprise,[],,,4/6/23,4/6/23
918,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.009,Process Injection: Proc Memory,12.1,enterprise,[],,,4/6/23,4/6/23
919,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.011,Process Injection: Extra Window Memory Injection,12.1,enterprise,[],,,4/6/23,4/6/23
920,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.012,Process Injection: Process Hollowing,12.1,enterprise,[],,,4/6/23,4/6/23
921,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.013,Process Injection: Process Doppelganging,12.1,enterprise,[],,,4/6/23,4/6/23
922,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1055.014,Process Injection: VDSO Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
923,veris,1.3.7,action.malware,action.malware.variety.In-memory,14,(malware never stored to persistent storage),related-to,T1115,Clipboard Data,12.1,enterprise,[],,,4/6/23,4/6/23
924,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1115,Clipboard Data,12.1,enterprise,[],,,4/6/23,4/6/23
925,veris,1.3.7,action.malware,action.malware.variety.MitM,4,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557.003,DHCP Spoofing,12.1,enterprise,[],,,4/6/23,4/6/23
926,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1003,OS Credential Dumping,12.1,enterprise,[],,,4/6/23,4/6/23
927,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1003,OS Credential Dumping,12.1,enterprise,[],,,4/6/23,4/6/23
928,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1003.001,OS Credential Dumping: LSASS Memory,12.1,enterprise,[],,,4/6/23,4/6/23
929,veris,1.3.7,action.malware,action.malware.variety.RAM scraper,5,RAM scraper or memory parser (capture data from volatile memory),related-to,T1003.001,OS Credential Dumping: LSASS Memory,12.1,enterprise,[],,,4/6/23,4/6/23
930,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1003.001,OS Credential Dumping: LSASS Memory,12.1,enterprise,[],,,4/6/23,4/6/23
931,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1003.004,OS Credential Dumping: LSA Secrets,12.1,enterprise,[],,,4/6/23,4/6/23
932,veris,1.3.7,action.malware,action.malware.variety.RAM scraper,5,RAM scraper or memory parser (capture data from volatile memory),related-to,T1003.004,OS Credential Dumping: LSA Secrets,12.1,enterprise,[],,,4/6/23,4/6/23
933,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1003.004,OS Credential Dumping: LSA Secrets,12.1,enterprise,[],,,4/6/23,4/6/23
934,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1003.005,OS Credential Dumping: Cached Domain Credentials,12.1,enterprise,[],,,4/6/23,4/6/23
935,veris,1.3.7,action.malware,action.malware.variety.RAM scraper,5,RAM scraper or memory parser (capture data from volatile memory),related-to,T1003.005,OS Credential Dumping: Cached Domain Credentials,12.1,enterprise,[],,,4/6/23,4/6/23
936,veris,1.3.7,action.malware,action.malware.vector.Email link,4,Email via embedded link. Child of 'Email',related-to,T1003.005,OS Credential Dumping: Cached Domain Credentials,12.1,enterprise,[],,,4/6/23,4/6/23
937,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1003.005,OS Credential Dumping: Cached Domain Credentials,12.1,enterprise,[],,,4/6/23,4/6/23
938,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1552.001,Unsecured Credentials: Credentials in Files,12.1,enterprise,[],,,4/6/23,4/6/23
939,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552.001,Unsecured Credentials: Credentials in Files,12.1,enterprise,[],,,4/6/23,4/6/23
940,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1552.002,Unsecured Credentials: Credentials in Registry,12.1,enterprise,[],,,4/6/23,4/6/23
941,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552.002,Unsecured Credentials: Credentials in Registry,12.1,enterprise,[],,,4/6/23,4/6/23
942,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1552.003,Unsecured Credentials: Bash History,12.1,enterprise,[],,,4/6/23,4/6/23
943,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552.003,Unsecured Credentials: Bash History,12.1,enterprise,[],,,4/6/23,4/6/23
944,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1552.004,Unsecured Credentials: Private Keys,12.1,enterprise,[],,,4/6/23,4/6/23
945,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552.004,Unsecured Credentials: Private Keys,12.1,enterprise,[],,,4/6/23,4/6/23
946,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1552.005,Unsecured Credentials: Cloud Instance Metadata API,12.1,enterprise,[],,,4/6/23,4/6/23
947,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552.005,Unsecured Credentials: Cloud Instance Metadata API,12.1,enterprise,[],,,4/6/23,4/6/23
948,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1552.006,Unsecured Credentials: Group Policy Preferences,12.1,enterprise,[],,,4/6/23,4/6/23
949,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552.006,Unsecured Credentials: Group Policy Preferences,12.1,enterprise,[],,,4/6/23,4/6/23
950,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1555,Credentials from Password Stores,12.1,enterprise,[],,,4/6/23,4/6/23
951,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1555,Credentials from Password Stores,12.1,enterprise,[],,,4/6/23,4/6/23
952,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1555.001,Credentials from Password Stores: Keychain,12.1,enterprise,[],,,4/6/23,4/6/23
953,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1555.001,Credentials from Password Stores: Keychain,12.1,enterprise,[],,,4/6/23,4/6/23
954,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1555.002,Credentials from Password Stores: Securityd Memory,12.1,enterprise,[],,,4/6/23,4/6/23
955,veris,1.3.7,action.malware,action.malware.variety.RAM scraper,5,RAM scraper or memory parser (capture data from volatile memory),related-to,T1555.002,Credentials from Password Stores: Securityd Memory,12.1,enterprise,[],,,4/6/23,4/6/23
956,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1555.002,Credentials from Password Stores: Securityd Memory,12.1,enterprise,[],,,4/6/23,4/6/23
957,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1555.003,Credentials from Password Stores: Credentials from Web Browser,12.1,enterprise,[],,,4/6/23,4/6/23
958,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1555.003,Credentials from Password Stores: Credentials from Web Browser,12.1,enterprise,[],,,4/6/23,4/6/23
959,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1555.004,Credentials from Password Stores: Windows Credential Manager,12.1,enterprise,[],,,4/6/23,4/6/23
960,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1555.004,Credentials from Password Stores: Windows Credential Manager,12.1,enterprise,[],,,4/6/23,4/6/23
961,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1555.005,Credentials from Password Stores: Password Managers,12.1,enterprise,[],,,4/6/23,4/6/23
962,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1555.005,Credentials from Password Stores: Password Managers,12.1,enterprise,[],,,4/6/23,4/6/23
963,veris,1.3.7,action.malware,action.malware.variety.Ransomware,2,Ransomware (encrypt or seize stored data),related-to,T1486,Data Encrypted for Impact,12.1,enterprise,[],,,4/6/23,4/6/23
964,veris,1.3.7,attribute.availability,attribute.availability.variety.Interruption,8,Interruption,related-to,T1486,Data Encrypted for Impact,12.1,enterprise,[],,,4/6/23,4/6/23
965,veris,1.3.7,attribute.availability,attribute.availability.variety.Obscuration,4,Conversion or obscuration (ransomware),related-to,T1486,Data Encrypted for Impact,12.1,enterprise,[],,,4/6/23,4/6/23
966,veris,1.3.7,action.malware,action.malware.variety.Rootkit,9,Rootkit (maintain local privileges and stealth),related-to,T1542,Pre-OS Boot,12.1,enterprise,[],,,4/6/23,4/6/23
967,veris,1.3.7,action.malware,action.malware.variety.Rootkit,9,Rootkit (maintain local privileges and stealth),related-to,T1542.001,Pre-OS Boot: System Firmware,12.1,enterprise,[],,,4/6/23,4/6/23
968,veris,1.3.7,action.malware,action.malware.variety.Rootkit,9,Rootkit (maintain local privileges and stealth),related-to,T1542.002,Pre-OS Boot: Component Firmware,12.1,enterprise,[],,,4/6/23,4/6/23
969,veris,1.3.7,action.malware,action.malware.variety.Rootkit,9,Rootkit (maintain local privileges and stealth),related-to,T1542.003,Pre-OS Boot: Bootkit,12.1,enterprise,[],,,4/6/23,4/6/23
970,veris,1.3.7,action.malware,action.malware.variety.Rootkit,9,Rootkit (maintain local privileges and stealth),related-to,T1542.004,Pre-OS Boot: ROMMONkit,12.1,enterprise,[],,,4/6/23,4/6/23
971,veris,1.3.7,action.malware,action.malware.variety.Rootkit,9,Rootkit (maintain local privileges and stealth),related-to,T1542.005,Pre-OS Boot: TFTP Boot,12.1,enterprise,[],,,4/6/23,4/6/23
972,veris,1.3.7,action.malware,action.malware.variety.Scan network,11,Enumerating the state of the network,related-to,T1016,System Network Configuration Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
973,veris,1.3.7,action.malware,action.malware.variety.Scan network,11,Enumerating the state of the network,related-to,T1016.001,System Network Configuration Discovery: Internet Connection Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
974,veris,1.3.7,action.malware,action.malware.variety.Scan network,11,Enumerating the state of the network,related-to,T1482,Domain Trust Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
975,veris,1.3.7,action.malware,action.malware.variety.Scan network,11,Enumerating the state of the network,related-to,T1595,Active Scanning,12.1,enterprise,[],,,4/6/23,4/6/23
976,veris,1.3.7,action.malware,action.malware.variety.Scan network,11,Enumerating the state of the network,related-to,T1595.001,Active Scanning: Scanning IP Blocks,12.1,enterprise,[],,,4/6/23,4/6/23
977,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1080,Taint Shared Content,12.1,enterprise,[],,,4/6/23,4/6/23
978,veris,1.3.7,action.malware,action.malware.variety.Worm,2,Worm (propagate to other systems or devices),related-to,T1080,Taint Shared Content,12.1,enterprise,[],,,4/6/23,4/6/23
979,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Software installation,10,Software installation or code modification,related-to,T1080,Taint Shared Content,12.1,enterprise,[],,,4/6/23,4/6/23
980,veris,1.3.7,action.malware,action.malware.variety.Worm,2,Worm (propagate to other systems or devices),related-to,T1091,Replication Through Removable Media,12.1,enterprise,[],,,4/6/23,4/6/23
981,veris,1.3.7,action.malware,action.malware.vector.Removable media,2,Removable storage media or devices,related-to,T1091,Replication Through Removable Media,12.1,enterprise,[],,,4/6/23,4/6/23
982,veris,1.3.7,action.social,action.social.vector.Removable media,1,Removable storage media,related-to,T1091,Replication Through Removable Media,12.1,enterprise,[],,,4/6/23,4/6/23
983,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1140,Deobfuscate/Decode Files or Information,12.1,enterprise,[],,,4/6/23,4/6/23
984,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1608,Stage Capabilities,12.1,enterprise,[],,,4/6/23,4/6/23
985,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1608.001,Stage Capabilities: Upload Malware,12.1,enterprise,[],,,4/6/23,4/6/23
986,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1608.002,Stage Capabilities: Upload Tools,12.1,enterprise,[],,,4/6/23,4/6/23
987,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1608.003,Stage Capabilities: Install Digital Certificate,12.1,enterprise,[],,,4/6/23,4/6/23
988,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1608.004,Stage Capabilities: Drive-by Target,12.1,enterprise,[],,,4/6/23,4/6/23
989,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1608.005,Stage Capabilities: Link Target,12.1,enterprise,[],,,4/6/23,4/6/23
990,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1612,Build Image on Host,12.1,enterprise,[],,,4/6/23,4/6/23
991,veris,1.3.7,action.malware,action.malware.vector.Email,1,"Email. Parent to 'Email attachment', 'Email autoexecute', 'Email link', 'Email unknown'",related-to,T1566.001,Phishing: Spearphishing Attachment,12.1,enterprise,[],,,4/6/23,4/6/23
992,veris,1.3.7,action.malware,action.malware.vector.Email attachment,7,Email via user-executed attachment. Child of 'Email',related-to,T1566.001,Phishing: Spearphishing Attachment,12.1,enterprise,[],,,4/6/23,4/6/23
993,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1566.001,Phishing: Spearphishing Attachment,12.1,enterprise,[],,,4/6/23,4/6/23
994,veris,1.3.7,action.social,action.social.vector.Email,8,Email,related-to,T1566.001,Phishing: Spearphishing Attachment,12.1,enterprise,[],,,4/6/23,4/6/23
995,veris,1.3.7,action.malware,action.malware.vector.Email attachment,7,Email via user-executed attachment. Child of 'Email',related-to,T1598.002,Phishing for Information: Spearphishing Attachment,12.1,enterprise,[],,,4/6/23,4/6/23
996,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1598.002,Phishing for Information: Spearphishing Attachment,12.1,enterprise,[],,,4/6/23,4/6/23
997,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1598.002,Phishing for Information: Spearphishing Attachment,12.1,enterprise,[],,,4/6/23,4/6/23
998,veris,1.3.7,action.malware,action.malware.vector.Email link,4,Email via embedded link. Child of 'Email',related-to,T1556.002,Phishing: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
999,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1556.002,Phishing: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1000,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1556.002,Phishing: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1001,veris,1.3.7,action.malware,action.malware.vector.Email link,4,Email via embedded link. Child of 'Email',related-to,T1598.003,Phishing for Information: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1002,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1598.003,Phishing for Information: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1003,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1598.003,Phishing for Information: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1004,veris,1.3.7,action.malware,action.malware.vector.Instant messaging,1,Instant Messaging,related-to,T1566,Phishing,12.1,enterprise,[],,,4/6/23,4/6/23
1005,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1566,Phishing,12.1,enterprise,[],,,4/6/23,4/6/23
1006,veris,1.3.7,action.social,action.social.vector.Email,8,Email,related-to,T1566,Phishing,12.1,enterprise,[],,,4/6/23,4/6/23
1007,veris,1.3.7,action.malware,action.malware.vector.Network propagation,6,Network propagation,related-to,T1570,Lateral Tool Transfer,12.1,enterprise,[],,,4/6/23,4/6/23
1008,veris,1.3.7,action.malware,action.malware.vector.Removable media,2,Removable storage media or devices,related-to,T1092,Communication Through Removable Media,12.1,enterprise,[],,,4/6/23,4/6/23
1009,veris,1.3.7,action.malware,action.malware.vector.Web application - drive-by,3,"Web via auto-executed or ""drive-by"" infection. Child of 'Web application'.",related-to,T1189,Drive-by Compromise,12.1,enterprise,[],,,4/6/23,4/6/23
1010,veris,1.3.7,action.social,action.social.vector.Web application,2,Web application,related-to,T1189,Drive-by Compromise,12.1,enterprise,[],,,4/6/23,4/6/23
1011,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1566.002,Phishing: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1012,veris,1.3.7,action.social,action.social.vector.Email,8,Email,related-to,T1566.002,Phishing: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1013,veris,1.3.7,action.social,action.social.vector.Web application,2,Web application,related-to,T1566.002,Phishing: Spearphishing Link,12.1,enterprise,[],,,4/6/23,4/6/23
1014,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1566.003,Phishing: Spearphishing via Service,12.1,enterprise,[],,,4/6/23,4/6/23
1015,veris,1.3.7,action.social,action.social.vector.Email,8,Email,related-to,T1566.003,Phishing: Spearphishing via Service,12.1,enterprise,[],,,4/6/23,4/6/23
1016,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1598,Phishing for Information,12.1,enterprise,[],,,4/6/23,4/6/23
1017,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1598,Phishing for Information,12.1,enterprise,[],,,4/6/23,4/6/23
1018,veris,1.3.7,action.social,action.social.variety.Phishing,14,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1598.001,Phishing for Information: Spearphishing Service,12.1,enterprise,[],,,4/6/23,4/6/23
1019,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1598.001,Phishing for Information: Spearphishing Service,12.1,enterprise,[],,,4/6/23,4/6/23
1020,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1534,Internal Spearphishing,12.1,enterprise,[],,,4/6/23,4/6/23
1021,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Misrepresentation,1,compromise of authenticity (e.g. masquerading as the legitimate owner of an account),related-to,T1534,Internal Spearphishing,12.1,enterprise,[],,,4/6/23,4/6/23
1022,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1585,Establish Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
1023,veris,1.3.7,value_chain.development,value_chain.development.variety.Persona,3,"A fake representation of a person, such as fake social media profiles",related-to,T1585,Establish Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
1024,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1585.001,Establish Accounts: Social Media Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
1025,veris,1.3.7,value_chain.development,value_chain.development.variety.Persona,3,"A fake representation of a person, such as fake social media profiles",related-to,T1585.001,Establish Accounts: Social Media Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
1026,veris,1.3.7,action.social,action.social.variety.Pretexting,11,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1585.002,Establish Accounts: Email Account,12.1,enterprise,[],,,4/6/23,4/6/23
1027,veris,1.3.7,value_chain.development,value_chain.development.variety.Persona,3,"A fake representation of a person, such as fake social media profiles",related-to,T1585.002,Establish Accounts: Email Account,12.1,enterprise,[],,,4/6/23,4/6/23
1028,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.001,Event Triggered Execution: Change Default File Association,12.1,enterprise,[],,,4/6/23,4/6/23
1029,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.002,Event Triggered Execution Screensaver,12.1,enterprise,[],,,4/6/23,4/6/23
1030,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,12.1,enterprise,[],,,4/6/23,4/6/23
1031,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.004,Event Triggered Execution: Unix Shell Configuration Modification,12.1,enterprise,[],,,4/6/23,4/6/23
1032,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.005,Event Triggered Execution: Trap,12.1,enterprise,[],,,4/6/23,4/6/23
